Lines,Lon,VehicleNumber,Time,Lat,Brigade,download_id
17,20.928846,1314,2024-01-22 17:36:09,52.298576,013,11
4,20.929523,1318,2024-01-19 17:21:02,52.29822,014,11
25,21.054245,1324,2024-01-22 12:30:08,52.255898,013,11
22,20.973925,1364,2024-01-22 20:53:15,52.233562,013,11
25,21.001055,1388,2024-01-22 20:53:11,52.186348,8,11
28,20.903524,1390,2024-01-22 20:53:10,52.239143,1,11
28,21.014158,1392,2024-01-22 20:53:09,52.262154,5,11
15,20.999935,1394,2024-01-22 07:18:17,52.187542,013,11
15,20.979141,1396,2024-01-22 20:53:11,52.210445,011,11
17,21.002087,1398,2024-01-22 20:53:14,52.18546,015,11
15,21.00104,1402,2024-01-22 18:56:45,52.18658,011,11
15,21.023336,1404,2024-01-22 20:53:14,52.203045,013,11
25,21.053616,1408,2024-01-22 17:50:09,52.25562,013,11
25,21.004995,1410,2024-01-22 20:53:13,52.22838,013,11
25,21.054285,1412,2024-01-22 19:57:56,52.255833,012,11
7,21.055016,1416,2024-01-22 15:30:41,52.25608,012,11
25,21.054434,1428,2024-01-19 16:24:12,52.25574,012,11
7,21.055443,1440,2024-01-22 20:24:24,52.25617,09,11
7,21.053291,1442,2024-01-22 18:54:13,52.255768,012,11
7,21.053715,1448,2024-01-22 10:42:57,52.255783,012,11
25,21.000977,1452,2024-01-22 19:19:46,52.18681,8,11
25,21.033861,1460,2024-01-22 20:53:13,52.255684,011,11
25,21.000343,1464,2024-01-22 20:53:14,52.18778,1,11
17,20.955797,1466,2024-01-22 20:53:13,52.284065,016,11
25,21.000767,1468,2024-01-22 20:53:09,52.18879,6,11
28,20.965893,2008,2024-01-22 20:53:14,52.26593,4,11
22,20.988264,2012,2024-01-22 20:53:09,52.225918,011,11
22,21.0637,2020,2024-01-22 20:53:11,52.24658,012,11
28,20.974318,2022,2024-01-22 20:53:11,52.233536,4,11
24,20.972895,2026,2024-01-22 20:53:14,52.232746,013,11
28,20.972513,2034,2024-01-22 20:53:14,52.23234,1,11
23,20.92479,2040,2024-01-22 20:53:13,52.26017,09,11
23,20.981655,2042,2024-01-22 20:53:14,52.237602,08,11
24,20.974684,2052,2024-01-22 20:53:12,52.233593,014,11
35,20.972952,2054,2024-01-22 20:49:48,52.23231,7,11
35,20.972725,2056,2024-01-22 14:30:56,52.232944,011,11
35,20.943865,2058,2024-01-22 20:53:11,52.271385,3,11
22,20.94394,2060,2024-01-22 20:53:13,52.271404,014,11
24,20.972599,2066,2024-01-22 16:25:48,52.232254,013,11
35,20.987026,2068,2024-01-22 20:53:09,52.222977,012,11
24,20.983643,2070,2024-01-22 20:53:14,52.231224,014,11
23,21.042923,2072,2024-01-22 20:53:12,52.260162,010,11
15,20.99979,2084,2024-01-22 17:39:41,52.187565,012,11
25,21.001038,2102,2024-01-22 20:02:57,52.18624,3,11
23,20.972416,2146,2024-01-22 18:57:13,52.232754,010,11
35,20.97294,2156,2024-01-22 20:53:10,52.233902,011,11
35,20.972794,2164,2024-01-22 20:53:11,52.23279,013,11
20,20.97256,3001,2024-01-22 19:03:35,52.232117,6,11
7,21.055487,3002,2024-01-22 20:42:11,52.25618,8,11
9,21.118786,3003,2024-01-22 20:53:10,52.238148,017,11
9,21.053833,3004,2024-01-22 19:28:55,52.255737,019,11
20,21.020588,3006,2024-01-22 20:53:08,52.265232,5,11
3,21.09146,3007,2024-01-22 20:53:11,52.244823,6,11
28,21.053541,3009,2024-01-22 19:15:44,52.255646,013,11
25,21.055386,3010,2024-01-22 20:53:13,52.25601,10,11
9,21.054886,3011,2024-01-22 20:53:14,52.255802,019,11
3,21.03192,3014,2024-01-22 20:53:12,52.273575,08,11
20,20.899824,3015,2024-01-22 20:53:08,52.26338,8,11
6,21.053713,3016,2024-01-22 17:03:08,52.2559,013,11
6,21.05543,3017,2024-01-22 16:13:37,52.256393,013,11
28,21.054285,3018,2024-01-22 19:46:49,52.255836,014,11
22,21.004501,3020,2024-01-22 20:53:13,52.22828,5,11
9,21.055067,3023,2024-01-22 20:10:21,52.256107,019,11
22,21.054028,3024,2024-01-22 17:24:24,52.255566,2,11
22,21.05372,3026,2024-01-22 19:29:59,52.255733,7,11
3,21.112886,3027,2024-01-22 20:53:11,52.24022,010,11
6,20.997969,3028,2024-01-22 20:53:13,52.25549,010,11
25,21.025816,3029,2024-01-22 20:53:11,52.295166,2,11
15,21.000818,3102,2024-01-22 20:53:09,52.18789,2,11
17,21.004148,3105,2024-01-22 20:53:12,52.20689,030,11
17,20.999308,3107,2024-01-22 19:16:53,52.18788,031,11
15,20.9805,3108,2024-01-22 20:53:12,52.275192,7,11
17,20.976877000000002,3110,2024-01-22 20:53:09,52.266727,28,11
15,21.017202,3111,2024-01-22 20:53:14,52.220898,5,11
17,21.001032,3112,2024-01-22 17:11:10,52.188343,24,11
15,21.00109,3113,2024-01-22 20:53:12,52.2446,8,11
17,20.99921,3117,2024-01-22 19:57:16,52.18748,6,11
9,21.055141,3118,2024-01-22 20:53:12,52.25606,8,11
1,20.985634,3119,2024-01-22 20:53:12,52.22896,21,11
7,20.944542,3120,2024-01-22 20:53:11,52.17603,010,11
15,21.000235,3121,2024-01-22 20:53:13,52.18809,1,11
25,21.029713,3123,2024-01-22 20:53:12,52.289658,4,11
17,20.981827,3124,2024-01-22 20:53:11,52.25632,014,11
1,21.030817,3125,2024-01-22 20:53:11,52.266903,1,11
17,21.005287,3126,2024-01-22 20:53:12,52.216167,11,11
4,21.033247,3127,2024-01-22 20:53:13,52.28272,012,11
17,20.99925,3128,2024-01-22 20:13:15,52.18699,29,11
3,21.055244,3129,2024-01-22 19:05:49,52.25593,4,11
9,20.98947,3130,2024-01-22 20:53:09,52.224884,5,11
35,20.982037,3134,2024-01-22 20:53:13,52.209866,9,11
9,21.035286,3135,2024-01-22 20:53:09,52.234756,12,11
28,20.928587,3136,2024-01-22 20:53:12,52.299793,8,11
35,20.972895,3137,2024-01-22 19:25:43,52.231888,8,11
1,20.931435,3138,2024-01-22 18:23:11,52.299576,26,11
33,20.93362,3139,2024-01-22 20:53:06,52.27833,10,11
9,21.01116,3140,2024-01-22 20:53:11,52.22972,4,11
7,21.04984,3141,2024-01-22 20:53:10,52.241463,1,11
3,21.037853,3142,2024-01-22 20:53:10,52.26679,09,11
9,21.017035,3143,2024-01-22 20:53:11,52.230976,023,11
28,20.971003,3148,2024-01-22 15:44:32,52.231663,8,11
17,21.001556,3149,2024-01-22 20:53:12,52.22823,7,11
1,20.977453,3150,2024-01-22 20:53:11,52.212055,011,11
24,20.931606,3151,2024-01-22 07:17:56,52.29918,3,11
2,20.932386,3152,2024-01-22 14:33:17,52.300133,021,11
33,20.929874,3153,2024-01-22 20:53:13,52.291782,1,11
1,20.972862,3155,2024-01-22 20:53:11,52.234634,8,11
7,20.960434,3156,2024-01-22 20:53:10,52.192745,4,11
9,20.97482,3157,2024-01-22 20:53:13,52.209003,13,11
3,21.021803,3158,2024-01-22 20:53:09,52.2985,3,11
7,21.059738,3159,2024-01-22 20:53:09,52.25817,2,11
9,21.05311,3160,2024-01-22 19:14:33,52.255882,2,11
3,21.05469,3161,2024-01-22 20:00:19,52.255966,1,11
1,20.931068,3162,2024-01-22 19:15:05,52.29932,4,11
4,21.004251,3163,2024-01-22 20:53:10,52.245117,5,11
24,20.931072,3165,2024-01-22 19:37:08,52.299038,012,11
24,21.054827,3166,2024-01-22 20:53:13,52.255806,011,11
1,20.973158,3167,2024-01-22 11:12:35,52.232197,8,11
33,20.930298,3168,2024-01-22 19:31:03,52.298622,2,11
33,20.97785,3169,2024-01-22 20:53:11,52.26262,017,11
33,20.930628,3170,2024-01-22 20:21:35,52.298794,3,11
1,21.0325,3171,2024-01-22 20:53:13,52.273075,3,11
1,20.930716,3172,2024-01-22 19:15:23,52.299175,22,11
23,20.923038,3173,2024-01-22 20:53:13,52.25968,3,11
1,21.021711,3174,2024-01-22 20:53:12,52.29874,2,11
9,21.05505,3176,2024-01-22 20:53:14,52.256294,9,11
33,20.931223,3177,2024-01-22 19:44:08,52.29939,019,11
17,20.943901,3178,2024-01-22 20:53:12,52.338745,4,11
35,20.95728,3179,2024-01-22 20:53:10,52.26828,2,11
6,21.118809,3180,2024-01-22 20:53:14,52.23817,1,11
35,20.94481,3182,2024-01-22 20:53:09,52.27169,1,11
23,20.972078,3183,2024-01-22 19:10:22,52.231724,4,11
1,20.985977,3184,2024-01-22 20:53:13,52.228474,012,11
24,20.97009,3187,2024-01-22 20:53:13,52.23161,4,11
24,20.971647,3188,2024-01-22 18:59:40,52.231743,8,11
6,20.93591,3189,2024-01-22 20:53:11,52.299595,5,11
4,20.930254,3190,2024-01-22 20:45:57,52.298695,2,11
24,20.93872,3192,2024-01-22 20:53:12,52.246696,5,11
35,21.01675,3193,2024-01-22 20:53:10,52.219997,5,11
22,20.973583,3194,2024-01-22 20:02:06,52.232178,4,11
1,21.021936,3195,2024-01-22 20:53:11,52.29848,010,11
4,21.012936,3196,2024-01-22 20:53:12,52.3111,3,11
33,20.980722,3197,2024-01-22 20:53:11,52.26063,5,11
33,20.930166,3199,2024-01-19 07:17:26,52.2994,15,11
1,20.931477,3200,2024-01-22 19:23:41,52.29929,6,11
33,21.005224,3201,2024-01-22 20:53:10,52.21645,020,11
3,21.052448,3203,2024-01-22 20:53:11,52.247326,5,11
22,21.04678,3204,2024-01-22 20:53:11,52.237114,5,11
22,21.053326,3206,2024-01-22 19:56:57,52.255615,9,11
24,21.053345,3207,2024-01-22 18:48:08,52.255703,3,11
7,21.054663,3208,2024-01-22 20:19:27,52.256176,3,11
25,21.051039,3209,2024-01-22 20:53:12,52.23909,5,11
20,21.05541,3210,2024-01-21 16:13:16,52.256096,6,11
25,21.05375,3211,2024-01-22 19:22:50,52.255703,7,11
9,20.943737,3212,2024-01-22 20:53:11,52.17586,14,11
35,21.001528,3213,2024-01-22 20:53:12,52.24417,1,11
24,21.086832,3214,2024-01-22 20:53:12,52.24515,2,11
28,20.96395,3215,2024-01-22 20:53:11,52.26645,9,11
1,21.00251,3217,2024-01-22 20:53:12,52.25877,25,11
2,20.930845,3218,2024-01-22 18:53:11,52.299458,023,11
2,20.931026,3219,2024-01-22 18:41:27,52.299503,024,11
2,20.931173,3220,2024-01-22 18:35:34,52.29985,021,11
1,20.987621,3221,2024-01-22 20:53:12,52.25654,23,11
9,20.999815,3222,2024-01-22 17:50:39,52.18591,024,11
17,20.98923,3223,2024-01-22 20:53:11,52.24694,23,11
18,20.998549,3224,2024-01-22 20:20:19,52.186672,013,11
18,21.002192,3225,2024-01-22 20:53:11,52.290752,8,11
1,20.93099,3226,2024-01-22 13:17:25,52.298725,011,11
1,20.98462,3227,2024-01-22 20:53:16,52.21906,029,11
15,20.968876,3228,2024-01-22 20:53:12,52.20231,4,11
4,21.01597,3229,2024-01-22 20:53:14,52.16807,8,11
4,20.99891,3230,2024-01-22 19:39:43,52.1869,013,11
9,20.944622,3231,2024-01-22 20:53:14,52.176414,6,11
33,21.002676,3232,2024-01-22 20:53:09,52.206676,15,11
17,20.93187,3233,2024-01-22 20:53:15,52.299408,7,11
4,21.000237,3234,2024-01-22 20:53:13,52.187805,012,11
9,20.999256,3235,2024-01-22 19:47:40,52.18776,021,11
33,20.93025,3236,2024-01-22 20:53:11,52.29201,016,11
17,20.999022,3237,2024-01-22 17:56:52,52.18702,22,11
2,20.93054,3238,2024-01-22 18:36:08,52.29921,022,11
1,21.027063,3239,2024-01-22 20:53:11,52.29347,26,11
33,20.930473,3240,2024-01-22 19:23:09,52.2989,9,11
4,21.006926,3241,2024-01-22 20:53:11,52.260082,1,11
9,21.12003,3242,2024-01-22 20:53:13,52.238125,3,11
18,20.999722,3243,2024-01-22 20:53:09,52.25626,6,11
9,20.998913,3244,2024-01-22 19:10:05,52.186928,11,11
4,20.998983,3245,2024-01-22 18:19:37,52.187473,5,11
9,21.084303,3246,2024-01-22 20:53:14,52.2446,018,11
1,20.982037,3247,2024-01-22 20:53:10,52.209766,7,11
17,20.998936,3248,2024-01-22 18:19:34,52.187576,3,11
18,21.0026,3249,2024-01-22 20:53:10,52.290287,014,11
9,20.995579,3250,2024-01-22 20:53:14,52.22642,7,11
9,20.998878,3251,2024-01-22 19:36:30,52.187145,020,11
4,21.022858,3252,2024-01-22 20:53:13,52.205315,015,11
1,20.972391,3253,2024-01-22 19:19:33,52.231865,9,11
1,20.931362,3254,2024-01-22 19:43:54,52.29952,030,11
7,21.05413,3257,2024-01-22 20:05:00,52.25528,5,11
18,21.014069,3258,2024-01-22 20:53:13,52.2259,1,11
3,21.054636,3259,2024-01-22 19:51:48,52.25598,7,11
9,20.94381,3260,2024-01-22 20:53:08,52.176067,022,11
15,20.989038,3261,2024-01-22 20:53:10,52.21923,1,11
17,20.930342,3262,2024-01-22 18:45:43,52.29908,013,11
24,20.93087,3263,2024-01-22 20:17:39,52.29902,012,11
1,21.028599,3264,2024-01-22 20:53:13,52.291275,27,11
1,20.980537000000002,3265,2024-01-22 20:53:10,52.25172,5,11
24,20.971882,3266,2024-01-22 20:22:37,52.232677,1,11
17,21.000458,3267,2024-01-22 20:53:13,52.185898,034,11
18,21.018652,3268,2024-01-22 20:53:10,52.218555,5,11
1,20.998892,3269,2024-01-22 19:04:12,52.187252,031,11
17,20.971912,3270,2024-01-22 20:53:11,52.272728,26,11
4,20.998924,3272,2024-01-22 19:34:10,52.18667,10,11
1,20.997921,3273,2024-01-22 20:53:06,52.258553,28,11
28,20.912556,3274,2024-01-22 20:53:09,52.251503,10,11
18,20.998901,3276,2024-01-22 19:35:49,52.18745,7,11
33,20.98896,3277,2024-01-22 20:53:09,52.24719,021,11
33,20.929869,3278,2024-01-22 18:55:45,52.298786,11,11
9,21.082298,3279,2024-01-22 20:53:10,52.244473,10,11
1,21.027136,3280,2024-01-22 20:53:13,52.27894,24,11
1,20.931492,3281,2024-01-22 17:46:44,52.29951,030,11
24,20.997925,3282,2024-01-22 20:53:09,52.226887,3,11
3,21.036192,3284,2024-01-22 20:53:09,52.253326,2,11
15,20.943798,3285,2024-01-22 20:53:11,52.175995,010,11
9,21.048126,3286,2024-01-22 20:53:09,52.23741,024,11
24,20.970242,3287,2024-01-22 20:53:15,52.23227,2,11
35,20.978298,3288,2024-01-22 20:53:09,52.26251,4,11
24,20.924906,3289,2024-01-22 20:53:13,52.260143,6,11
22,20.97306,3291,2024-01-22 10:40:59,52.23256,8,11
23,20.973381,3292,2024-01-22 19:55:09,52.23195,7,11
35,20.972887,3293,2024-01-22 18:48:06,52.23189,6,11
17,20.988916,3295,2024-01-22 20:53:10,52.18165,27,11
15,20.93155,3503,2024-01-22 18:15:45,52.299137,3,11
33,20.9309,3504,2024-01-22 20:53:12,52.299675,8,11
2,20.931728,3505,2024-01-22 17:57:08,52.299404,022,11
2,20.93122,3506,2024-01-22 18:15:53,52.298912,08,11
15,21.00078,3603,2024-01-21 17:14:41,52.18713,7,11
9,21.117987,3605,2024-01-22 20:53:16,52.23846,1,11
9,20.999283,3606,2024-01-22 20:01:37,52.186985,16,11
4,21.024015,3607,2024-01-22 20:53:13,52.19794,9,11
1,20.999027,3609,2024-01-22 17:17:13,52.187286,031,11
18,21.012823,3610,2024-01-22 20:53:11,52.18893,4,11
18,21.000065,3611,2024-01-22 20:12:11,52.187214,9,11
25,20.977922,3612,2024-01-22 20:53:10,52.21065,9,11
35,20.9998,3613,2024-01-19 09:04:15,52.187805,10,11
24,20.915602,3617,2024-01-22 20:53:17,52.253723,7,11
2,20.943983,3618,2024-01-22 20:53:16,52.322792,09,11
2,20.933056,3619,2024-01-22 14:25:37,52.299763,08,11
2,20.931074,3620,2024-01-22 18:48:58,52.2991,011,11
4,20.999203,3621,2024-01-22 20:20:04,52.187714,4,11
4,21.021324,3622,2024-01-22 20:53:11,52.17773,6,11
35,20.990377,3623,2024-01-22 20:53:09,52.21917,10,11
33,21.000765,3624,2024-01-22 20:53:16,52.1862,12,11
2,20.930904,3626,2024-01-22 18:12:30,52.2997,010,11
2,20.93158,3627,2024-01-22 19:01:43,52.300434,1,11
24,21.057907,3629,2024-01-22 20:53:10,52.239487,9,11
2,20.929398,3630,2024-01-22 20:03:17,52.300087,09,11
2,20.932112,3631,2024-01-22 18:34:16,52.298008,09,11
24,21.10772,3632,2024-01-22 20:53:10,52.241318,10,11
24,21.118753,3633,2024-01-22 20:53:11,52.238205,1,11
24,20.931509,3634,2024-01-22 18:26:49,52.299564,9,11
4,20.999126,3635,2024-01-22 20:52:44,52.187595,7,11
26,20.973087,3637,2024-01-22 13:05:12,52.233036,08,11
26,20.97252,3638,2024-01-22 16:16:04,52.23275,6,11
26,20.955639,3639,2024-01-22 20:53:13,52.23093,09,11
26,20.973154,3640,2024-01-22 18:20:23,52.23333,08,11
26,21.00913,3642,2024-01-22 20:53:11,52.246315,2,11
26,20.973896,3644,2024-01-22 20:53:14,52.23521,1,11
26,20.972914,3646,2024-01-22 20:53:12,52.2321,6,11
26,21.05767,3647,2024-01-22 20:53:17,52.24699,3,11
26,20.97308,3648,2024-01-22 20:53:16,52.233967,5,11
26,21.084562,3650,2024-01-22 20:53:16,52.244686,4,11
73,21.056238,3801,2024-01-22 20:53:14,52.256577,08,11
6,20.972992,3802,2024-01-22 16:10:20,52.23254,6,11
6,21.046173,3803,2024-01-22 20:53:16,52.24827,8,11
6,21.053993,3804,2024-01-22 19:53:14,52.255787,3,11
6,21.069883,3805,2024-01-22 20:53:16,52.246166,9,11
20,20.973257,3806,2024-01-22 20:53:16,52.23265,011,11
73,20.979483,3807,2024-01-22 20:53:15,52.262825,7,11
20,20.898338,3808,2024-01-22 20:53:17,52.25114,9,11
20,20.971273,3809,2024-01-22 20:53:15,52.232536,011,11
20,20.972706,3810,2024-01-22 16:35:09,52.232494,3,11
20,21.014711,3812,2024-01-22 20:53:14,52.246803,2,11
20,21.015041,3813,2024-01-22 20:53:11,52.27276,7,11
20,20.971533,3814,2024-01-22 19:27:11,52.231873,010,11
73,20.979942,3817,2024-01-22 20:53:15,52.237206,6,11
20,20.973074,3818,2024-01-22 20:53:13,52.232,1,11
73,20.971869,3819,2024-01-22 19:25:17,52.231834,2,11
73,20.973248,3820,2024-01-22 20:53:17,52.23319,5,11
20,20.971739,3821,2024-01-22 20:53:16,52.23778,7,11
20,21.002106,3822,2024-01-22 20:53:12,52.290466,4,11
20,20.978878,3823,2024-01-22 20:53:17,52.236496,012,11
6,21.058407,3825,2024-01-22 20:53:14,52.24692,2,11
73,21.05471,3827,2024-01-22 20:46:31,52.256035,3,11
73,21.053701,3829,2024-01-22 18:19:07,52.255627,09,11
73,21.053604,3830,2024-01-22 20:31:32,52.256073,1,11
28,20.932875,4001,2024-01-22 19:55:26,52.298622,8,11
28,20.931326,4002,2024-01-22 19:36:13,52.298855,011,11
6,20.93213,4004,2024-01-22 20:46:09,52.2983,011,11
28,21.0355,4005,2024-01-22 20:53:13,52.254032,012,11
6,20.932392,4006,2024-01-22 19:27:42,52.298218,6,11
15,20.932922,4007,2024-01-22 20:35:18,52.298813,3,11
28,21.049906,4008,2024-01-22 20:52:49,52.25287,6,11
28,20.932655,4011,2024-01-22 19:50:22,52.298454,7,11
18,20.932064,4012,2024-01-22 20:49:30,52.298264,6,11
28,20.92433,4014,2024-01-22 20:53:16,52.260708,3,11
6,20.929953,4015,2024-01-22 20:53:16,52.292046,7,11
6,20.931507,4016,2024-01-22 18:58:27,52.298996,4,11
22,21.084944,4017,2024-01-22 20:53:15,52.24464,3,11
6,20.928488,4018,2024-01-22 20:53:13,52.29972,011,11
33,20.931797,4102,2024-01-22 20:53:17,52.29924,13,11
33,20.991804,4104,2024-01-22 20:53:12,52.243984,4,11
17,20.931192,4105,2024-01-22 19:05:46,52.299603,033,11
17,21.002108,4106,2024-01-22 20:53:15,52.181973,21,11
18,20.929096,4107,2024-01-22 20:53:16,52.299862,011,11
17,21.002,4108,2024-01-22 20:53:15,52.2277,032,11
22,20.931683,4111,2024-01-22 20:15:58,52.299217,2,11
23,20.931469,4112,2024-01-22 20:52:45,52.299057,2,11
23,20.97053,4113,2024-01-22 20:53:12,52.24098,5,11
4,21.032154,4114,2024-01-22 20:53:13,52.282383,014,11
23,20.931126,4115,2024-01-22 19:14:07,52.299637,1,11
22,21.031366,4116,2024-01-22 20:53:12,52.233986,1,11
23,21.033903,4117,2024-01-22 20:53:16,52.255653,6,11
33,20.952633,4118,2024-01-22 20:53:12,52.269592,018,11
22,20.917414,4201,2024-01-22 20:53:12,52.250362,6,11
17,20.988869,4202,2024-01-22 20:52:59,52.181587,25,11
2,20.929094,4203,2024-01-22 20:53:15,52.299828,3,11
2,20.941803,4205,2024-01-22 20:53:16,52.332012,2,11
2,20.928331,4206,2024-01-22 20:53:15,52.299118,5,11
2,20.956472,4207,2024-01-22 20:53:12,52.309395,1,11
2,20.931475,4208,2024-01-22 18:48:20,52.299625,6,11
2,20.928486,4210,2024-01-22 20:53:13,52.291904,7,11
2,20.950525,4212,2024-01-22 20:53:13,52.341434,4,11
7,21.00023,4214,2024-01-22 19:35:00,52.18698,011,11
17,20.999962,4215,2024-01-22 20:49:59,52.186737,8,11
33,21.00022,4217,2024-01-22 19:57:19,52.18668,6,11
10,20.963469,4218,2024-01-22 20:53:14,52.233128,7,11
76,20.929613,4219,2024-01-22 20:53:15,52.291534,4,11
33,21.00347,4220,2024-01-22 20:53:13,52.22526,14,11
1,20.933239,4221,2024-01-22 20:50:10,52.29873,6,11
10,21.001118,4222,2024-01-22 18:20:10,52.1877,2,11
31,21.000257,4223,2024-01-22 20:53:15,52.187515,04,11
17,21.000006,4224,2024-01-22 18:18:06,52.187283,12,11
10,21.019156,4225,2024-01-22 20:53:14,52.217785,6,11
18,21.000011,4226,2024-01-22 20:38:51,52.186954,10,11
22,20.977175,4227,2024-01-22 20:53:13,52.244946,10,11
76,20.931458,4228,2024-01-22 18:03:03,52.29906,014,11
76,20.930092,4229,2024-01-22 20:53:17,52.29197,3,11
35,20.999844,4230,2024-01-22 15:59:13,52.18662,6,11
10,20.999931,4231,2024-01-22 15:59:34,52.187847,6,11
7,20.9441,4232,2024-01-22 20:53:15,52.1763,6,11
15,20.999039,4233,2024-01-22 19:41:16,52.187637,9,11
17,21.001629,4234,2024-01-22 20:53:12,52.1786,9,11
76,20.932037,4235,2024-01-22 20:53:12,52.29515,10,11
35,21.000156,4236,2024-01-22 19:20:47,52.186398,2,11
18,21.000103,4237,2024-01-22 19:16:14,52.187057,3,11
17,21.000134,4238,2024-01-22 19:18:17,52.186447,12,11
76,20.916927,4239,2024-01-22 20:53:15,52.22314,9,11
76,21.01104,4240,2024-01-22 20:53:14,52.188957,013,11
17,20.950228,4241,2024-01-22 20:53:14,52.34062,3,11
10,21.000048,4242,2024-01-22 18:13:42,52.18752,4,11
9,21.000967,4243,2024-01-22 19:46:16,52.186172,9,11
18,21.00008,4244,2024-01-22 12:37:06,52.18757,10,11
76,20.92251,4245,2024-01-22 20:53:13,52.221924,7,11
10,21.0007,4246,2024-01-22 20:53:14,52.1879,4,11
10,20.999039,4247,2024-01-22 19:41:36,52.187057,5,11
15,21.000195,4248,2024-01-22 20:11:42,52.1864,2,11
31,21.00068,4249,2024-01-22 20:53:14,52.186882,1,11
76,20.93223,4250,2024-01-22 19:08:15,52.300205,015,11
76,20.925344,4251,2024-01-22 20:53:15,52.261726,2,11
76,20.931229,4252,2024-01-22 19:24:50,52.299538,8,11
18,21.000599,4253,2024-01-22 20:53:14,52.18634,2,11
10,21.024288,4254,2024-01-22 20:53:15,52.19419,010,11
18,21.000006,4255,2024-01-22 15:44:47,52.186596,1,11
10,21.015867,4259,2024-01-22 20:53:13,52.16812,3,11
10,21.024246,4260,2024-01-22 20:53:12,52.18526,09,11
76,20.922886,4261,2024-01-22 20:53:17,52.259457,6,11
76,20.931578,4262,2024-01-22 20:42:58,52.298504,1,11
76,20.931007,4263,2024-01-22 20:53:11,52.266068,11,11
31,21.019556,4264,2024-01-22 20:53:15,52.189358,3,11
17,20.9833,4265,2024-01-22 20:53:15,52.2538,22,11
17,20.987947,4266,2024-01-22 20:53:14,52.24836,1,11
76,20.931372,4267,2024-01-22 19:22:53,52.299004,12,11
76,20.925444,4268,2024-01-22 20:53:16,52.260555,5,11
17,20.997587,4269,2024-01-22 20:53:12,52.179432,10,11
17,21.000114,4270,2024-01-22 20:53:14,52.18782,7,11
15,20.984608,4271,2024-01-22 20:53:12,52.270966,6,11
10,20.999971,4272,2024-01-22 15:00:22,52.186924,011,11
17,20.940733,4273,2024-01-22 20:53:15,52.3008,5,11
31,20.988703,4275,2024-01-22 20:53:14,52.182083,2,11
18,21.022825,4276,2024-01-22 20:53:14,52.18975,012,11
33,20.931347,4277,2024-01-22 18:58:21,52.299152,8,11
10,21.004791,4279,2024-01-22 20:53:14,52.221905,1,11
18,20.999044,4280,2024-01-22 20:53:15,52.25591,10,11
76,20.931602,4282,2024-01-22 20:53:14,52.22397,015,11
17,21.02216,4283,2024-01-22 20:52:39,52.17986,26,11
10,21.000195,4285,2024-01-22 20:14:28,52.186153,011,11
17,20.929014,1282,2024-01-21 19:52:06,52.298424,013,12
7,21.054699,1298,2024-01-22 15:53:19,52.255978,09,12
7,21.054062,1312,2024-01-19 15:59:54,52.255634,012,12
17,20.928846,1314,2024-01-22 17:36:09,52.298576,013,12
4,20.929523,1318,2024-01-19 17:21:02,52.29822,014,12
25,21.054245,1324,2024-01-22 12:30:08,52.255898,013,12
22,20.973942,1364,2024-01-22 20:54:21,52.233498,013,12
25,21.001055,1388,2024-01-22 20:54:16,52.186344,8,12
28,20.91109,1390,2024-01-22 20:54:16,52.238987,1,12
28,21.009243,1392,2024-01-22 20:54:15,52.26067,5,12
15,20.999935,1394,2024-01-22 07:18:17,52.187542,013,12
15,20.976936,1396,2024-01-22 20:54:17,52.211536,011,12
17,21.002043,1398,2024-01-22 20:54:16,52.187305,015,12
15,21.00104,1402,2024-01-22 18:56:45,52.18658,011,12
15,21.023602,1404,2024-01-22 20:54:20,52.20201,013,12
25,21.053616,1408,2024-01-22 17:50:09,52.25562,013,12
25,21.00956,1410,2024-01-22 20:54:19,52.22938,013,12
25,21.054285,1412,2024-01-22 19:57:56,52.255833,012,12
7,21.055016,1416,2024-01-22 15:30:41,52.25608,012,12
25,21.054434,1428,2024-01-19 16:24:12,52.25574,012,12
7,21.055443,1440,2024-01-22 20:24:24,52.25617,09,12
7,21.053291,1442,2024-01-22 18:54:13,52.255768,012,12
7,21.053715,1448,2024-01-22 10:42:57,52.255783,012,12
25,21.000977,1452,2024-01-22 19:19:46,52.18681,8,12
25,21.034828,1460,2024-01-22 20:54:14,52.254757,011,12
25,21.000343,1464,2024-01-22 20:54:19,52.187775,1,12
17,20.95809,1466,2024-01-22 20:54:19,52.28167,016,12
25,21.000381,1468,2024-01-22 20:54:15,52.18855,6,12
28,20.964046,2008,2024-01-22 20:54:20,52.266468,4,12
22,20.985577,2012,2024-01-22 20:54:16,52.228966,011,12
22,21.058357,2020,2024-01-22 20:54:17,52.246933,012,12
28,20.974314,2022,2024-01-22 20:54:17,52.233547,4,12
24,20.972895,2026,2024-01-22 20:54:19,52.23275,013,12
28,20.972548,2034,2024-01-22 20:54:20,52.232334,1,12
23,20.924791,2040,2024-01-22 20:54:19,52.26015,09,12
23,20.98665,2042,2024-01-22 20:54:19,52.23965,08,12
24,20.97472,2052,2024-01-22 20:54:17,52.233578,014,12
35,20.972952,2054,2024-01-22 20:49:48,52.23231,7,12
35,20.972725,2056,2024-01-22 14:30:56,52.232944,011,12
35,20.943872,2058,2024-01-22 20:54:17,52.271366,3,12
22,20.943943,2060,2024-01-22 20:54:18,52.271385,014,12
24,20.972599,2066,2024-01-22 16:25:48,52.232254,013,12
